timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 
317.61016845703125 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0782618522644043,0.5257452726364136) (-0.010284367948770523,-0.0025417092256247997) 0.2199999988079071 (1.4733020067214966,3.1793081760406494) (-9.925493031914812e-06,-4.564346090774052e-05) 0.2199999988079071 (0.9444794654846191,2.7808315753936768) (7.48649108572863e-05,-0.0008308187243528664) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.7101745605469 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.077227830886841,0.5254896879196167) (-0.0103411003947258,-0.0025557305198162794) 0.2199999988079071 (1.4733010530471802,3.1793036460876465) (-9.925623999151867e-06,-4.564406117424369e-05) 0.2199999988079071 (0.9444869756698608,2.7807483673095703) (7.488931441912428e-05,-0.0008310896228067577) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.8101806640625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.076188087463379,0.5252326726913452) (-0.01039848756045103,-0.0025699131656438112) 0.2199999988079071 (1.4733000993728638,3.1792991161346436) (-9.925754966388922e-06,-4.564466144074686e-05) 0.2199999988079071 (0.9444944858551025,2.780665159225464) (7.491380529245362e-05,-0.0008313614525832236) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
317.9101867675781 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0751423835754395,0.5249742269515991) (-0.010456549003720284,-0.0025842622853815556) 0.2199999988079071 (1.4732991456985474,3.1792945861816406) (-9.925885933625977e-06,-4.564526170725003e-05) 0.2199999988079071 (0.9445019960403442,2.7805819511413574) (7.493829616578296e-05,-0.0008316333405673504) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.01019287109375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0740909576416016,0.5247143507003784) (-0.010515306144952774,-0.0025987836997956038) 0.2199999988079071 (1.473298192024231,3.1792900562286377) (-9.926016900863033e-06,-4.56458619737532e-05) 0.2199999988079071 (0.9445095062255859,2.780498743057251) (7.496280886698514e-05,-0.0008319054031744599) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.1101989746094 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.073033571243286,0.5244529843330383) (-0.010574756190180779,-0.002613476011902094) 0.2199999988079071 (1.4732972383499146,3.1792855262756348) (-9.926147868100088e-06,-4.564646224025637e-05) 0.2199999988079071 (0.9445170164108276,2.7804155349731445) (7.498732156818733e-05,-0.0008321774657815695) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.210205078125 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.071969985961914,0.5241901278495789) (-0.010634919628500938,-0.0026283448096364737) 0.2199999988079071 (1.4732962846755981,3.179280996322632) (-9.926278835337143e-06,-4.564706250675954e-05) 0.2199999988079071 (0.9445245265960693,2.780332326889038) (7.501184154534712e-05,-0.0008324497030116618) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.3102111816406 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0709004402160645,0.52392578125) (-0.010695818811655045,-0.0026433956809341908) 0.2199999988079071 (1.4732953310012817,3.179276466369629) (-9.926409802574199e-06,-4.564766277326271e-05) 0.2199999988079071 (0.944532036781311,2.7802491188049316) (7.503637607442215e-05,-0.000832721998449415) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.41021728515625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.069824695587158,0.5236599445343018) (-0.010757450945675373,-0.0026586276944726706) 0.2199999988079071 (1.4732943773269653,3.179271936416626) (-9.926540769811254e-06,-4.564826303976588e-05) 0.2199999988079071 (0.9445395469665527,2.780165910720825) (7.506091787945479e-05,-0.00083299441030249) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.5102233886719 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0687427520751953,0.5233925580978394) (-0.010819838382303715,-0.002674046205356717) 0.2199999988079071 (1.473293423652649,3.179267406463623) (-9.926672646543011e-06,-4.564886330626905e-05) 0.2199999988079071 (0.9445470571517944,2.7800827026367188) (7.508546696044505e-05,-0.0008332668803632259) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.6102294921875 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0676543712615967,0.5231236219406128) (-0.010882990434765816,-0.0026896540075540543) 0.2199999988079071 (1.4732924699783325,3.17926287651062) (-9.926803613780066e-06,-4.564946357277222e-05) 0.2199999988079071 (0.9445545673370361,2.779999256134033) (7.511003059335053e-05,-0.0008335395250469446) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.7102355957031 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0665597915649414,0.5228530764579773) (-0.01094693224877119,-0.0027054569218307734) 0.2199999988079071 (1.4732915163040161,3.179258346557617) (-9.926934581017122e-06,-4.565006383927539e-05) 0.2199999988079071 (0.9445620775222778,2.7799158096313477) (7.513467426178977e-05,-0.0008338129846379161) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.81024169921875 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0654585361480713,0.5225809216499329) (-0.011011659167706966,-0.002721453784033656) 0.2199999988079071 (1.4732905626296997,3.1792538166046143) (-9.927065548254177e-06,-4.565066410577856e-05) 0.2199999988079071 (0.9445695877075195,2.779832363128662) (7.515933248214424e-05,-0.0008340865606442094) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
318.9102478027344 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0643508434295654,0.5223071575164795) (-0.011077211238443851,-0.002737654373049736) 0.2199999988079071 (1.4732896089553833,3.1792492866516113) (-9.927196515491232e-06,-4.565126437228173e-05) 0.2199999988079071 (0.9445770978927612,2.7797489166259766) (7.518399797845632e-05,-0.0008343601948581636) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.01025390625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0632364749908447,0.5220317244529724) (-0.011143583804368973,-0.0027540577575564384) 0.2199999988079071 (1.473288655281067,3.1792447566986084) (-9.927327482728288e-06,-4.56518646387849e-05) 0.2199999988079071 (0.9445846080780029,2.779665470123291) (7.520867075072601e-05,-0.0008346340036951005) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.1102600097656 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.062115430831909,0.5217546820640564) (-0.011210802011191845,-0.0027706704568117857) 0.2199999988079071 (1.4732877016067505,3.1792402267456055) (-9.927458449965343e-06,-4.565246490528807e-05) 0.2199999988079071 (0.9445921182632446,2.7795820236206055) (7.523335079895332e-05,-0.0008349078707396984) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.21026611328125 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0609874725341797,0.5214759111404419) (-0.011278877966105938,-0.002787495031952858) 0.2199999988079071 (1.473286747932434,3.1792356967926025) (-9.927589417202398e-06,-4.565306517179124e-05) 0.2199999988079071 (0.9445996284484863,2.77949857711792) (7.525803812313825e-05,-0.0008351818541996181) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.3102722167969 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0598526000976562,0.5211954712867737) (-0.011347838677465916,-0.0028045380022376776) 0.2199999988079071 (1.4732857942581177,3.1792311668395996) (-9.927720384439453e-06,-4.565366543829441e-05) 0.2199999988079071 (0.944607138633728,2.7794151306152344) (7.52827399992384e-05,-0.0008354558958671987) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.4102783203125 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.058710813522339,0.520913302898407) (-0.011417693458497524,-0.002821802394464612) 0.2199999988079071 (1.4732848405838013,3.1792266368865967) (-9.927851351676509e-06,-4.565426570479758e-05) 0.2199999988079071 (0.9446146488189697,2.7793314456939697) (7.530744915129617e-05,-0.000835730112157762) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.5102844238281 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0575618743896484,0.520629346370697) (-0.011488457210361958,-0.0028392912354320288) 0.2199999988079071 (1.4732838869094849,3.1792221069335938) (-9.927982318913564e-06,-4.565486597130075e-05) 0.2199999988079071 (0.9446221590042114,2.779247760772705) (7.53322456148453e-05,-0.0008360051433555782) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.61029052734375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.056405782699585,0.5203436613082886) (-0.011560156010091305,-0.00285701104439795) 0.2199999988079071 (1.4732829332351685,3.179217576980591) (-9.92811328615062e-06,-4.565546623780392e-05) 0.2199999988079071 (0.9446296691894531,2.7791640758514404) (7.535704935435206e-05,-0.0008362802909687161) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.7102966308594 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0552425384521484,0.5200561881065369) (-0.011632803827524185,-0.0028749657794833183) 0.2199999988079071 (1.473281979560852,3.179213047027588) (-9.928244253387675e-06,-4.565606650430709e-05) 0.2199999988079071 (0.9446371793746948,2.779080390930176) (7.538186764577404e-05,-0.0008365555549971759) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.810302734375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0540719032287598,0.5197668671607971) (-0.011706412769854069,-0.0028931577689945698) 0.2199999988079071 (1.4732810258865356,3.179208517074585) (-9.92837522062473e-06,-4.565666677081026e-05) 0.2199999988079071 (0.9446447491645813,2.778996706008911) (7.540668593719602e-05,-0.0008368308772332966) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
319.9103088378906 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.052893877029419,0.5194756984710693) (-0.011781013570725918,-0.002911594696342945) 0.2199999988079071 (1.4732800722122192,3.179203987121582) (-9.928506187861785e-06,-4.565726703731343e-05) 0.2199999988079071 (0.9446523189544678,2.7789130210876465) (7.543149695266038e-05,-0.0008371063740924001) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.01031494140625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.051708221435547,0.5191826820373535) (-0.011856619268655777,-0.0029302798211574554) 0.2199999988079071 (1.4732791185379028,3.179199457168579) (-9.92863715509884e-06,-4.56578673038166e-05) 0.2199999988079071 (0.9446598887443542,2.778829336166382) (7.545632252003998e-05,-0.0008373819291591644) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.1103210449219 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0505149364471436,0.5188877582550049) (-0.011933257803320885,-0.0029492208268493414) 0.2199999988079071 (1.4732781648635864,3.179194927215576) (-9.928768122335896e-06,-4.565846757031977e-05) 0.2199999988079071 (0.9446674585342407,2.778745651245117) (7.548114808741957e-05,-0.0008376576006412506) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.2103271484375 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.04931378364563,0.5185909271240234) (-0.012010946869850159,-0.002968420973047614) 0.2199999988079071 (1.47327721118927,3.1791903972625732) (-9.928899089572951e-06,-4.565906783682294e-05) 0.2199999988079071 (0.9446750283241272,2.7786619663238525) (7.550598820671439e-05,-0.0008379333885386586) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.3103332519531 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.048104763031006,0.5182921290397644) (-0.012089715339243412,-0.002987888175994158) 0.2199999988079071 (1.4732762575149536,3.1791858673095703) (-9.929030966304708e-06,-4.565966810332611e-05) 0.2199999988079071 (0.9446825981140137,2.778578042984009) (7.553084287792444e-05,-0.0008382092928513885) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.41033935546875 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0468878746032715,0.5179913640022278) (-0.012169579975306988,-0.003007626160979271) 0.2199999988079071 (1.4732753038406372,3.1791813373565674) (-9.929161933541764e-06,-4.566026836982928e-05) 0.2199999988079071 (0.9446901679039001,2.778494119644165) (7.555577758466825e-05,-0.0008384860120713711) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.5103454589844 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0456628799438477,0.5176885724067688) (-0.012250557541847229,-0.0030276391189545393) 0.2199999988079071 (1.4732743501663208,3.1791768074035645) (-9.929292900778819e-06,-4.566086863633245e-05) 0.2199999988079071 (0.9446977376937866,2.7784101963043213) (7.558071956736967e-05,-0.0008387629059143364) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.6103515625 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0444295406341553,0.5173837542533875) (-0.012332679703831673,-0.0030479347333312035) 0.2199999988079071 (1.4732733964920044,3.1791722774505615) (-9.929423868015874e-06,-4.566147254081443e-05) 0.2199999988079071 (0.9447053074836731,2.7783262729644775) (7.560567610198632e-05,-0.0008390398579649627) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.7103576660156 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0431878566741943,0.5170769095420837) (-0.01241597905755043,-0.003068521386012435) 0.2199999988079071 (1.473272442817688,3.1791677474975586) (-9.92955483525293e-06,-4.56620728073176e-05) 0.2199999988079071 (0.9447128772735596,2.778242349624634) (7.563063991256058e-05,-0.0008393169264309108) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.81036376953125 (0.11919611692428589,2.17968487739563) (-6.116301909386834e-10,-6.116301909386834e-10) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 -2.356194490192345 (2.041937828063965,0.5167679786682129) (-0.01250047329813242,-0.0030894039664417505) 0.2199999988079071 (1.4732714891433716,3.1791632175445557) (-9.929685802489985e-06,-4.566267307382077e-05) 0.2199999988079071 (0.944720447063446,2.77815842628479) (7.565561099909246e-05,-0.0008395940531045198) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
320.9103698730469 (0.11919611692428589,2.17968487739563) (0.0,0.0) 0.2199999988079071 (0.11919611692428589,2.17968487739563) 1.5 0.0 (2.0406792163848877,0.5164569020271301) (-0.012586181983351707,-0.0031105861999094486) 0.2199999988079071 (1.4732705354690552,3.1791586875915527) (-9.92981676972704e-06,-4.566327334032394e-05) 0.2199999988079071 (0.9447280168533325,2.7780745029449463) (7.568058936158195e-05,-0.0008398713544011116) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
