timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5
0 (1.14009,1.45002) (0,0) 0.120102 (0.900002,5.82137) 1.58595 0 (0.667975,2.36575) (0,0) 0.14448 (1.19222,2.37888) (0,0) 0.15823 (1.67323,2.30664) (0,0) 0.152136 (0,1.45002) (0,0) 0.3 (2.1,1.45002) (0,0) 0.3
2.75 (0.161636,2.80454) (-0.363378,0.54705) 0.120102 (0.900002,5.82137) 1.58595 2.15712 (0.392653,2.93934) (-0.100112,0.208582) 0.14448 (0.890834,2.88786) (-0.121471,0.180001) 0.15823 (1.74737,2.585) (0.0269505,0.101225) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3 (0.0687095,2.98632) (-0.371707,0.727131) 0.120102 (0.900002,5.82137) 1.58595 2.04336 (0.367628,2.99149) (-0.1001,0.208587) 0.14448 (0.860471,2.93286) (-0.121451,0.180014) 0.15823 (1.75411,2.61031) (0.0269579,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.25 (0.085365,3.25329) (0.0666222,1.06788) 0.120102 (0.900002,5.82137) 1.58595 1.50849 (0.342603,3.04364) (-0.100098,0.208588) 0.14448 (0.830105,2.97787) (-0.121464,0.180006) 0.15823 (1.76085,2.63561) (0.0269582,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.5 (0.16095,3.49158) (0.302341,0.95316) 0.120102 (0.900002,5.82137) 1.58595 1.26364 (0.317578,3.09578) (-0.100102,0.208586) 0.14448 (0.799739,3.02287) (-0.121466,0.180004) 0.15823 (1.76759,2.66092) (0.0269646,0.101221) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
3.75 (0.23653,3.72986) (0.302319,0.953139) 0.120102 (0.900002,5.82137) 1.58595 1.26365 (0.292544,3.14793) (-0.100134,0.208571) 0.14448 (0.769371,3.06787) (-0.121471,0.180001) 0.15823 (1.77432,2.68622) (0.0269481,0.101226) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4 (0.312115,3.96816) (0.302339,0.953199) 0.120102 (0.900002,5.82137) 1.58595 1.26365 (0.267856,3.19935) (-0.0987528,0.205687) 0.14448 (0.739006,3.11287) (-0.12146,0.180008) 0.15823 (1.78107,2.71153) (0.0269635,0.101222) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.25 (0.387705,4.20645) (0.302359,0.953164) 0.120102 (0.900002,5.82137) 1.58595 1.26362 (0.241579,3.24257) (-0.105106,0.172884) 0.14448 (0.708645,3.15787) (-0.121446,0.180018) 0.15823 (1.78781,2.73683) (0.0269598,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.5 (0.463293,4.44474) (0.302352,0.953138) 0.120102 (0.900002,5.82137) 1.58595 1.26362 (0.215722,3.2721) (-0.103429,0.118105) 0.14448 (0.678282,3.20288) (-0.121452,0.180014) 0.15823 (1.79455,2.76214) (0.0269596,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
4.75 (0.538879,4.68303) (0.302346,0.953188) 0.120102 (0.900002,5.82137) 1.58595 1.26364 (0.202978,3.28778) (-0.0509785,0.0627417) 0.14448 (0.647919,3.24788) (-0.121453,0.180013) 0.15823 (1.80128,2.78745) (0.0269566,0.101223) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5 (0.614468,4.92131) (0.302354,0.953109) 0.120102 (0.900002,5.82137) 1.58595 1.26361 (0.197021,3.30093) (-0.0238261,0.0526144) 0.14448 (0.617553,3.29288) (-0.121464,0.180006) 0.15823 (1.80803,2.81275) (0.0269701,0.10122) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.25 (0.685847,5.14632) (0.285515,0.900043) 0.120102 (0.900002,5.82137) 1.58595 1.26361 (0.19482,3.31282) (-0.00880596,0.0475477) 0.14448 (0.587196,3.33789) (-0.121428,0.18003) 0.15823 (1.81477,2.83806) (0.0269553,0.101224) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.5 (0.739379,5.31508) (0.21413,0.675016) 0.120102 (0.900002,5.82137) 1.58595 1.26362 (0.194561,3.32301) (-0.00103379,0.0407392) 0.14448 (0.556829,3.38289) (-0.121466,0.180004) 0.15823 (1.82151,2.86336) (0.0269659,0.101221) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
5.75 (0.77954,5.44166) (0.160641,0.506341) 0.120102 (0.900002,5.82137) 1.58595 1.26358 (0.194356,3.33066) (-0.000821148,0.0306286) 0.14448 (0.526455,3.42789) (-0.121496,0.179984) 0.15823 (1.82824,2.88867) (0.026947,0.101226) 0.152136 (0,2) (0,0) 0.3 (2.1,2) (0,0) 0.3
